연도,분기,지역,습도_평균,습도_중앙값,습도_분산,기온_평균,기온_분산,강수량_평균,강수량_분산,질병건수,이산화황_평균,이산화질소_평균,오존_평균,일산화탄소_평균,미세먼지_평균,초미세먼지_평균,이산화황_분산,이산화질소_분산,오존_분산,일산화탄소_분산,미세먼지_분산,초미세먼지_분산
2019,1,경남,58.51303020638753,58.0,473.807801141808,5.066666666666666,8.69555555555555,37.56666666666667,289.24222222222204,10.0,0.0035714285714285,0.0173809523809523,0.0339047619047619,0.4904761904761904,49.21428571428572,24.61904761904762,6.73469387755102e-07,2.147392290249433e-05,8.33718820861678e-05,0.0089569160997732,19.930272108843536,5.902494331065759
2019,2,경남,71.76556288590037,76.0,508.5060539154592,17.8,13.626666666666653,159.13333333333333,5865.0022222222215,0.0,0.0035,0.0132619047619047,0.048095238095238,0.3809523809523809,40.16666666666666,18.38095238095238,9.642857142857142e-07,1.5336167800453515e-05,4.913378684807257e-05,0.004875283446712,27.23412698412698,6.045351473922902
2019,3,경남,85.94512484197219,90.0,185.303509408984,24.53333333333333,2.975555555555555,239.53333333333333,10300.028888888884,0.0,0.0027948717948717,0.0105897435897435,0.0309743589743589,0.3948717948717949,28.41025641025641,13.21951219512195,7.784352399737016e-07,6.03681788297173e-06,1.274293228139382e-05,0.0086916502301117,13.780407626561468,8.903033908387863
2019,4,경남,70.98801652091292,73.0,425.7517664186528,10.1,26.886666666666656,93.26666666666668,8059.682222222221,,0.00284,0.01652,0.0235599999999999,0.42,32.22,16.02,5.343999999999999e-07,2.68896e-05,2.0486400000000004e-05,0.0088,22.2916,17.5396
2020,1,경남,65.98721137393943,66.0,503.75063905884826,6.133333333333333,4.942222222222224,69.13333333333334,741.3355555555552,8.0,0.0031666666666666,0.0151481481481481,0.0300925925925925,0.4425925925925925,30.5,18.38888888888889,2.1296296296296306e-07,1.7533607681755827e-05,4.078772290809328e-05,0.0050377229080932,12.287037037037036,9.31172839506173
2020,2,경남,71.27071178529755,76.0,524.72489632686,17.766666666666666,21.8022222222223,131.03333333333333,6557.662222222221,12.0,0.003037037037037,0.0103333333333333,0.0472777777777777,0.3611111111111111,31.28846153846154,15.62962962962963,2.949245541838136e-07,6.074074074074073e-06,1.075617283950618e-05,0.0042283950617283,13.89755917159764,3.8998628257887513
2020,3,경남,87.05670801442773,91.0,168.96706601804377,23.6,7.446666666666715,403.3666666666666,14528.562222222228,8.0,0.0026851851851851,0.0086666666666666,0.0312037037037037,0.3277777777777778,23.11111111111111,12.74074074074074,3.6385459533607706e-07,6.148148148148147e-06,2.1977023319615915e-05,0.0057098765432098,24.24691358024691,9.488340192043896
2020,4,경남,64.09733910451997,64.0,452.615113406592,9.0,29.00666666666666,25.23333333333333,252.9355555555556,,0.0031111111111111,0.0147962962962962,0.0270925925925925,0.4129629629629629,29.14814814814815,16.48148148148148,4.69135802469136e-07,2.175480109739369e-05,2.675068587105624e-05,0.0044615912208504,15.607681755829905,14.101508916323732
2021,1,경남,62.71110518035734,63.0,495.6551993966148,5.566666666666667,13.868888888888884,68.0,3314.8466666666664,0.0,0.0030555555555555,0.0139629629629629,0.0324444444444444,0.4129629629629628,39.14814814814815,18.703703703703702,2.376543209876543e-07,1.3776406035665292e-05,2.946913580246914e-05,0.0055727023319615,96.3113854595336,6.319615912208504
2021,2,경남,70.54883222687359,74.0,482.88658375031713,18.066666666666663,11.242222222222203,110.83333333333331,547.1488888888885,21.0,0.0029074074074074,0.0103703703703703,0.0453703703703703,0.3574074074074075,33.01851851851852,15.62962962962963,3.43278463648834e-07,7.159122085048011e-06,1.5381344307270233e-05,0.0068895747599451,24.53669410150892,3.8998628257887513
2021,3,경남,84.74176111140126,88.0,179.49966118611897,24.76666666666667,3.5822222222222195,282.06666666666666,12352.40222222222,1.0,0.0028113207547169,0.0077169811320754,0.0320566037735849,0.3113207547169811,18.98076923076923,10.68627450980392,2.6628693485226066e-07,3.4482022071911706e-06,1.0543965824136703e-05,0.0059095763616945,6.403476331360947,5.313341022683582
2021,4,경남,70.14345996876102,72.0,466.4722578560189,9.766666666666666,27.80222222222225,32.56666666666667,506.0022222222223,,0.0030925925925925,0.0142407407407407,0.0265555555555555,0.4314814814814813,27.25925925925926,16.11111111111111,4.173525377229081e-07,2.433093278463649e-05,2.239506172839506e-05,0.0073422496570644,20.00685871056241,7.469135802469135
2022,1,경남,54.29739217652959,53.0,479.4446243314268,4.266666666666667,13.235555555555557,34.6,2380.5066666666667,159.0,0.0032222222222222,0.0149444444444444,0.0338703703703703,0.4703703703703702,30.444444444444443,18.83333333333333,2.0987654320987658e-07,1.6089506172839508e-05,4.422393689986282e-05,0.0072702331961591,11.32098765432099,2.8796296296296293
2022,2,경남,68.06860171380454,72.0,505.2902228531424,18.83333333333333,10.70222222222224,77.06666666666666,3006.6688888888884,45.0,0.003,0.0098148148148148,0.0450185185185185,0.3685185185185184,25.58490566037736,13.9811320754717,2.592592592592593e-07,7.55829903978052e-06,4.790706447187929e-05,0.0051200274348422,28.50694197223212,7.641153435386259
2022,3,경남,82.46823691223244,86.0,209.37378846584176,24.866666666666664,4.728888888888888,176.03333333333333,137.34222222222235,4.0,0.0027592592592592,0.0081111111111111,0.0320555555555555,0.3537037037037038,19.39622641509434,10.90566037735849,2.1982167352537721e-07,4.580246913580247e-06,1.9830246913580248e-05,0.0073010973936899,8.616589533641864,5.670345318618725
2022,4,경남,65.94996751864878,67.0,478.5626449625989,9.166666666666666,35.762222222222235,28.366666666666664,411.1022222222224,,0.0028518518518518,0.0138518518518518,0.0270555555555555,0.4148148148148147,26.296296296296298,15.648148148148149,2.373113854595337e-07,2.082990397805213e-05,2.427469135802469e-05,0.0049657064471879,26.0233196159122,13.042866941015088
2018,1,경북,57.92067517682532,57.0,574.550567134622,1.9333333333333331,18.942222222222224,57.53333333333334,1877.1822222222213,1.0,0.0049629629629629,0.0174074074074074,0.0278888888888888,0.5925925925925926,48.81481481481482,31.791666666666668,2.7023319615912207e-06,2.0389574759945127e-05,4.720987654320989e-05,0.0221673525377229,48.59533607681756,25.66493055555556
2018,2,경북,69.53843642892117,73.0,540.4228932259547,17.7,12.046666666666624,105.56666666666668,712.428888888889,12.0,0.0038148148148148,0.011074074074074,0.0439629629629629,0.4370370370370371,48.2962962962963,23.416666666666668,7.434842249657064e-07,9.772290809327844e-06,9.517146776406034e-06,0.0097393689986282,128.7270233196159,22.40972222222221
2018,3,경북,81.1803536086555,86.0,283.11092304322904,24.23333333333333,10.275555555555506,186.8,2081.6466666666674,51.0,0.0034074074074074,0.0097307692307692,0.0285555555555555,0.3555555555555556,26.03703703703704,15.0,4.636488340192044e-07,6.735207100591716e-06,1.0469135802469138e-05,0.0106172839506172,24.40603566529492,20.0
2018,4,경북,70.31448153116658,74.0,573.5522928061121,7.099999999999999,22.94000000000001,88.96666666666665,5175.795555555556,,0.0036538461538461,0.0183461538461538,0.0192692307692307,0.5307692307692308,48.0,27.384615384615383,1.226331360946746e-06,2.7995562130177515e-05,2.08121301775148e-05,0.0228994082840236,216.23076923076923,51.62130177514793
2019,1,경북,57.245364838558096,56.0,562.9385601231206,3.6666666666666665,8.542222222222222,25.76666666666667,107.5822222222221,11.0,0.0038064516129032,0.0173870967741935,0.0311935483870967,0.4999999999999999,56.10714285714285,33.285714285714285,1.4464099895941724e-06,1.4366285119667016e-05,6.822060353798126e-05,0.016774193548387,114.3813775510204,32.775510204081634
2019,2,경북,65.81222834729142,69.0,626.2906759031728,17.166666666666668,15.135555555555584,92.90000000000002,2335.6466666666643,40.0,0.0037142857142857,0.0120857142857142,0.0465142857142857,0.3457142857142857,38.21875,17.78125,4.03265306122449e-06,1.3164081632653062e-05,4.162122448979592e-05,0.0041959183673469,67.4833984375,12.6083984375
2019,3,경북,83.59284215316933,88.0,228.12512695449016,23.766666666666666,3.4955555555555584,159.23333333333332,587.7622222222303,30.0,0.0030555555555555,0.0083611111111111,0.0299444444444444,0.3249999999999999,24.87878787878788,13.787878787878787,9.41358024691358e-07,5.3418209876543205e-06,1.2052469135802469e-05,0.0052083333333333,19.62167125803489,7.0156106519742885
2019,4,경북,72.72906677185154,76.0,470.987413254016,8.700000000000001,26.92666666666667,104.7,8796.660000000002,,0.003675,0.014051282051282,0.02275,0.4525,34.054054054054056,18.61111111111111,3.969375e-06,2.3689677843524e-05,2.04375e-05,0.0179937499999999,65.24032140248356,33.12654320987654
2020,1,경북,65.53426862680298,66.0,533.2383807754541,4.733333333333333,5.095555555555557,60.96666666666667,809.2022222222214,9.0,0.0038275862068965,0.0124406779661016,0.0311355932203389,0.4610169491525424,32.85964912280702,20.363636363636363,3.384066587395956e-06,1.824648089629417e-05,4.337144498707268e-05,0.0183108302212008,38.64696829793783,22.26776859504133
2020,2,경북,66.43567039344542,68.0,571.9104293217312,17.066666666666666,22.56888888888888,87.66666666666667,1982.602222222222,41.0,0.003391304347826,0.0080579710144927,0.0460434782608695,0.355072463768116,32.68115942028985,15.92753623188406,1.3106490233144297e-06,7.329972694812012e-06,1.5693761814744806e-05,0.0068220961982776,27.75341314849821,10.762864944339425
2020,3,경북,84.95627044364699,90.0,207.4457725869912,22.566666666666663,7.775555555555608,286.83333333333337,9328.308888888869,27.0,0.0028985507246376,0.0067101449275362,0.0297246376811594,0.3057971014492753,19.33333333333333,11.18840579710145,5.549254358328083e-07,5.9449695442134e-06,2.3996639361478683e-05,0.0043142197017433,19.70048309178744,12.239865574459143
2020,4,경북,64.21457989315202,64.0,522.0975309675702,7.399999999999999,29.540000000000006,19.433333333333334,193.3955555555557,,0.0035362318840579,0.0126811594202898,0.0262898550724637,0.4231884057971014,32.98550724637681,20.05797101449276,5.176223482461668e-06,2.0738920394875027e-05,3.9365259399285865e-05,0.0122159210249947,43.0287754673388,33.01113211510187
2021,1,경북,60.037728930659824,60.0,551.5148888855974,3.5666666666666664,15.695555555555558,44.333333333333336,1403.615555555555,13.0,0.0036666666666666,0.0118405797101449,0.0325072463768115,0.4521739130434782,42.82608695652174,20.95652173913044,3.294685990338164e-06,1.711951270741441e-05,5.398907792480572e-05,0.012930056710775,86.49149338374289,21.809703843730308
2021,2,경북,69.41430293982545,73.0,529.5706644607505,16.666666666666668,12.435555555555563,90.76666666666668,978.602222222222,51.0,0.0028840579710144,0.0077246376811594,0.0441449275362318,0.3478260869565218,37.289855072463766,16.797101449275363,8.851081705524049e-07,1.0025624868725054e-05,2.499348876286494e-05,0.0068431001890359,51.53917244276413,12.53854232304138
2021,3,경북,84.45547586282319,89.0,207.56347836727693,23.3,4.160000000000002,214.6,3434.106666666669,5.0,0.0026521739130434,0.0061014492753623,0.0303333333333333,0.3217391304347826,19.7536231884058,10.333333333333334,6.326402016383112e-07,5.946229783658894e-06,2.82512077294686e-05,0.0074984247006931,19.83784919134635,8.019323671497585
2021,4,경북,70.57163229774538,73.0,516.4042263255894,8.233333333333333,26.46888888888889,47.6,993.0866666666656,,0.0028115942028985,0.0113333333333333,0.025231884057971,0.4057971014492753,30.30434782608696,17.405797101449274,5.87691661415669e-07,1.958454106280193e-05,2.7279563116992226e-05,0.0130098718756563,53.28418399495905,24.762864944339423
2022,1,경북,54.982173318924325,54.0,528.7432829425412,2.433333333333333,13.92888888888889,28.96666666666667,991.6688888888888,144.0,0.0032028985507246,0.0119130434782608,0.0331014492753623,0.4391304347826086,36.36231884057971,21.797101449275363,1.118252467968914e-06,1.5267800882167613e-05,4.707666456626759e-05,0.0116572148708254,38.3469859273262,18.68346985927326
2022,2,경북,62.882097148351015,65.0,565.7534222963519,18.2,11.780000000000047,50.13333333333333,1683.9355555555553,72.0,0.0026231884057971,0.0072028985507246,0.046159420289855,0.3115942028985507,29.68115942028985,14.848484848484848,4.9569418189456e-07,6.219701743331232e-06,5.1786179374081074e-05,0.0082713715605965,38.99978996009242,5.098255280073462
2022,3,경북,82.5430192605286,87.0,242.34913247065492,23.6,5.8400000000001455,161.60000000000002,1616.0599999999977,24.0,0.0023188405797101,0.0060144927536231,0.0296086956521739,0.2608695652173912,18.44927536231884,10.031746031746032,4.2007981516488137e-07,4.70993488762865e-06,1.913673597983617e-05,0.00586011342155,13.66771686620458,8.665658856135044
