연도,분기,지역,이산화황_평균,이산화질소_평균,오존_평균,일산화탄소_평균,미세먼지_평균,초미세먼지_평균,이산화황_분산,이산화질소_분산,오존_분산,일산화탄소_분산,미세먼지_분산,초미세먼지_분산
2018,2,충남,0.003444444444444445,0.009844444444444446,0.04293333333333334,0.3466666666666667,41.55555555555556,19.933333333333334,1.1358024691358024e-06,1.6931358024691363e-05,2.1217777777777778e-05,0.00871111111111111,55.935802469135794,9.528888888888888
2018,2,전북,0.0034000000000000002,0.011200000000000003,0.0453,0.4533333333333334,47.1,24.033333333333335,1.5733333333333337e-06,5.493333333333332e-06,3.5076666666666656e-05,0.011822222222222217,117.22333333333334,22.165555555555553
2018,2,전남,0.0045000000000000005,0.01023076923076923,0.039115384615384614,0.3846153846153847,40.57692307692308,22.03846153846154,3.01923076923077e-06,1.0408284023668641e-05,2.6563609467455622e-05,0.005147928994082841,52.62869822485207,10.575443786982248
2018,2,경북,0.003814814814814815,0.011074074074074076,0.04396296296296297,0.4370370370370371,48.2962962962963,23.416666666666668,7.434842249657064e-07,9.772290809327845e-06,9.517146776406034e-06,0.009739368998628258,128.7270233196159,22.409722222222218
2018,2,경남,0.004222222222222223,0.014814814814814815,0.04462962962962963,0.37037037037037035,46.2962962962963,21.62962962962963,6.172839506172839e-07,1.5262002743484226e-05,2.2529492455418387e-05,0.008010973936899863,106.35665294924556,10.899862825788752
2018,2,제주,0.0029999999999999996,0.008833333333333334,0.04333333333333333,0.25,42.0,21.833333333333332,1.88079096131566e-37,6.13888888888889e-06,7.555555555555554e-06,0.0024999999999999988,94.33333333333333,5.138888888888889
2018,3,서울,0.0036666666666666666,0.018333333333333337,0.027,0.4000000000000001,22.0,13.333333333333334,2.2222222222222224e-07,8.888888888888875e-07,5.999999999999997e-06,3.0814879110195774e-33,2.6666666666666665,6.222222222222221
2018,3,경기,0.0030645161290322586,0.014064516129032258,0.027247311827956987,0.34838709677419344,24.236559139784948,12.397849462365592,5.549774540409296e-07,2.664099895941727e-05,1.2960342236096655e-05,0.0055081512313562295,25.169846224997112,8.454619031101863
2018,3,강원,0.0018333333333333335,0.009944444444444443,0.02716666666666667,0.2777777777777778,24.72222222222222,14.166666666666666,3.6111111111111107e-07,1.0608024691358024e-05,8.472222222222223e-06,0.003950617283950617,25.20061728395062,15.25
2018,3,충북,0.002916666666666667,0.015666666666666666,0.02716666666666667,0.3083333333333333,26.958333333333332,15.208333333333334,6.597222222222223e-07,1.088888888888889e-05,8.055555555555556e-06,0.004097222222222223,15.206597222222221,12.914930555555557
2018,3,충남,0.003444444444444445,0.008466666666666667,0.030533333333333336,0.39555555555555544,22.288888888888888,11.866666666666667,1.1358024691358024e-06,6.693333333333333e-06,2.2871111111111114e-05,0.009313580246913582,6.29432098765432,4.293333333333333
2018,3,전북,0.0030882352941176473,0.0076875,0.02944117647058823,0.37352941176470594,22.852941176470587,12.588235294117647,4.922145328719723e-07,4.08984375e-06,2.183477508650519e-05,0.00841695501730104,24.06660899653979,6.830449826989619
2018,3,전남,0.004222222222222223,0.008,0.025481481481481487,0.3962962962962963,24.11111111111111,14.037037037037036,2.024691358024692e-06,3.629629629629629e-06,2.3657064471879286e-05,0.006282578875171468,14.395061728395062,9.220850480109739
2018,3,경북,0.003407407407407408,0.00973076923076923,0.028555555555555556,0.3555555555555556,26.037037037037038,15.0,4.636488340192044e-07,6.735207100591716e-06,1.0469135802469138e-05,0.010617283950617284,24.40603566529492,20.0
2018,3,경남,0.0039259259259259265,0.011481481481481483,0.03174074074074074,0.3444444444444444,28.59259259259259,13.25925925925926,1.3278463648834023e-06,1.0027434842249657e-05,1.1821673525377227e-05,0.010617283950617284,42.53772290809328,15.229080932784635
2018,3,제주,0.0028333333333333335,0.006166666666666667,0.031166666666666665,0.16666666666666666,26.0,14.166666666666666,4.7222222222222215e-07,2.1388888888888877e-06,9.280555555555557e-05,0.0022222222222222227,4.333333333333333,2.805555555555556
2018,4,서울,0.004666666666666667,0.034,0.013666666666666666,0.6,41.0,22.333333333333332,2.2222222222222224e-07,2.0666666666666663e-05,9.555555555555553e-06,0.006666666666666664,98.0,29.555555555555557
2018,4,경기,0.0035698924731182805,0.02891397849462366,0.014526881720430108,0.556989247311828,48.24731182795699,27.591397849462364,6.32211816394959e-07,8.293883685975255e-05,1.4915944039773385e-05,0.012988784830616254,173.4979766446988,64.13411955139323
2018,4,강원,0.0026500000000000004,0.017400000000000006,0.020000000000000004,0.465,35.75,19.9,6.274999999999999e-07,3.344e-05,4.0100000000000006e-05,0.021275,103.0875,35.58999999999999
2018,4,충북,0.003708333333333333,0.024958333333333332,0.014958333333333332,0.5478260869565217,51.291666666666664,30.833333333333332,1.623263888888889e-06,3.570659722222223e-05,1.2456597222222223e-05,0.021625708884688094,130.37326388888889,68.63888888888889
2018,4,충남,0.003666666666666667,0.019000000000000003,0.020711111111111114,0.58,43.4,24.42222222222222,1.155555555555556e-06,3.1244444444444444e-05,2.9805432098765433e-05,0.014044444444444438,156.72888888888892,84.6883950617284
2018,4,전북,0.0034615384615384616,0.014871794871794873,0.022205128205128207,0.4974358974358975,46.51282051282051,27.487179487179485,7.10059171597633e-07,2.0983563445101904e-05,2.8522024983563455e-05,0.014608809993425375,177.6344510190664,77.68573307034846
2018,4,전남,0.004310344827586207,0.015655172413793106,0.02265517241379311,0.49655172413793097,39.275862068965516,23.17241379310345,2.9726516052318664e-06,1.3329369797859693e-05,2.2501783590963143e-05,0.009298454221165276,73.23424494649227,42.349583828775266
2018,4,경북,0.003653846153846154,0.01834615384615385,0.019269230769230768,0.5307692307692308,48.0,27.384615384615383,1.226331360946746e-06,2.7995562130177515e-05,2.0812130177514794e-05,0.022899408284023662,216.23076923076923,51.62130177514793
2018,4,경남,0.003407407407407407,0.019814814814814816,0.02330769230769231,0.44074074074074077,39.629629629629626,19.037037037037038,6.858710562414265e-07,3.659533607681755e-05,2.4905325443786987e-05,0.01500685871056241,77.6406035665295,19.665294924554182
2018,4,제주,0.0023333333333333335,0.010666666666666666,0.04249999999999999,0.25,33.0,18.666666666666668,2.2222222222222227e-07,1.0222222222222221e-05,2.091666666666666e-05,0.005833333333333334,24.333333333333332,12.555555555555552
2019,1,서울,0.005,0.036333333333333336,0.01933333333333333,0.7000000000000001,64.0,39.333333333333336,0.0,4.222222222222219e-06,4.355555555555556e-05,0.0066666666666666706,26.0,17.555555555555557
2019,1,경기,0.004333333333333334,0.030344086021505377,0.021064516129032256,0.646236559139785,68.70967741935483,42.204301075268816,6.953405017921146e-07,6.775257255174008e-05,6.178078390565384e-05,0.009797664469880911,75.25979882067291,32.91525031795584
2019,1,강원,0.003145833333333334,0.014583333333333332,0.03025,0.548936170212766,53.895833333333336,32.75,1.9578993055555556e-06,2.9659722222222224e-05,0.00010797916666666666,0.02760525124490719,108.05164930555556,61.229166666666664
2019,1,충북,0.0042258064516129045,0.023064516129032264,0.024612903225806455,0.6096774193548388,65.25806451612904,46.0,1.529656607700312e-06,4.586680541103018e-05,7.817273673257022e-05,0.0163579604578564,18.90114464099896,9.612903225806452
2019,1,충남,0.004533333333333334,0.018666666666666668,0.02815555555555555,0.6688888888888889,60.84444444444444,37.77777777777778,1.0933333333333334e-06,2.7244444444444452e-05,6.470913580246914e-05,0.010143209876543215,76.13135802469135,61.150617283950616
