연도,오염종류,도시,지역,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연평균
2018,이산화황,서울,서울,0.006,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.003,0.004,0.005,0.005,0.004
2018,이산화황,부산,부산,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.005,0.004,0.004,0.004,0.004,0.005
2018,이산화황,대구,대구,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.003
2018,이산화황,인천,인천,0.006,0.006,0.005,0.005,0.004,0.005,0.004,0.004,0.004,0.004,0.005,0.005,0.005
2018,이산화황,광주,광주,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003
2018,이산화황,대전,대전,0.003,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002
2018,이산화황,울산,울산,0.004,0.005,0.006,0.007,0.007,0.008,0.009,0.006,0.004,0.004,0.004,0.004,0.006
2018,이산화황,세종,세종,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.003
2018,이산화황,경기,수원,0.004,0.004,0.004,0.003,0.003,0.004,0.004,0.003,0.002,0.003,0.003,0.004,0.003
2018,이산화황,경기,안양,0.006,0.006,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.004,0.004
2018,이산화황,경기,성남,0.005,0.005,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004
2018,이산화황,경기,의정부,0.005,0.005,0.004,0.004,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.005,0.003
2018,이산화황,경기,광명,0.005,0.005,0.004,0.004,0.003,0.003,0.003,0.003,0.002,0.003,0.004,0.005,0.004
2018,이산화황,경기,안산,0.006,0.006,0.006,0.006,0.005,0.006,0.005,0.004,0.003,0.004,0.005,0.005,0.005
2018,이산화황,경기,평택,0.007,0.007,0.006,0.005,0.005,0.006,0.006,0.005,0.004,0.004,0.004,0.004,0.005
2018,이산화황,경기,과천,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.003
2018,이산화황,경기,구리,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003
2018,이산화황,경기,의왕,0.005,0.005,0.004,0.004,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.004,0.003
2018,이산화황,경기,고양,0.007,0.007,0.005,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.005,0.005,0.004
2018,이산화황,경기,광주,0.004,0.005,0.004,0.004,0.003,0.004,0.005,0.004,0.004,0.003,0.004,0.005,0.004
2018,이산화황,경기,군포,0.006,0.005,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.004
2018,이산화황,경기,시흥,0.006,0.006,0.007,0.007,0.006,0.006,0.004,0.004,0.003,0.003,0.004,0.005,0.005
2018,이산화황,경기,부천,0.005,0.005,0.005,0.005,0.004,0.005,0.004,0.003,0.003,0.004,0.004,0.005,0.004
2018,이산화황,경기,남양주,0.004,0.004,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.003
2018,이산화황,경기,용인,0.005,0.005,0.004,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.004,0.004
2018,이산화황,경기,김포,0.005,0.005,0.005,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004
2018,이산화황,경기,오산,0.005,0.005,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004
2018,이산화황,경기,하남,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004
2018,이산화황,경기,화성,0.005,0.005,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.004
2018,이산화황,경기,양주,0.008,0.007,0.005,0.004,0.004,0.003,0.004,0.004,0.003,0.003,0.003,0.004,0.004
2018,이산화황,경기,동두천,0.005,0.006,0.005,0.004,0.003,0.004,0.004,0.003,0.003,0.003,0.004,0.005,0.004
2018,이산화황,경기,안성,0.005,0.005,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.004,0.003
2018,이산화황,경기,이천,0.007,0.007,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004
2018,이산화황,경기,파주,0.005,0.005,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.005,0.003
2018,이산화황,경기,포천,0.005,0.005,0.005,0.004,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.004
2018,이산화황,경기,여주,0.007,0.007,0.004,0.003,0.003,0.003,0.004,0.004,0.004,0.003,0.003,0.004,0.004
2018,이산화황,경기,연천,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003
2018,이산화황,경기,가평,0.005,0.004,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003
2018,이산화황,경기,양평,0.004,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.003
2018,이산화황,강원,고성,,,,,,,,,,,,0.002,0.002
2018,이산화황,강원,횡성,,,,,,,,,,,,0.002,0.002
2018,이산화황,강원,춘천,0.004,0.004,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.004,0.003
2018,이산화황,강원,강릉,0.005,0.005,0.005,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.003
2018,이산화황,강원,원주,0.006,0.006,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.003
2018,이산화황,강원,동해,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002
2018,이산화황,강원,삼척,0.004,0.004,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.003,0.003,0.002
2018,이산화황,강원,평창,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001
2018,이산화황,충북,청주,0.004,0.004,0.003,0.004,0.003,0.004,0.003,0.004,0.003,0.003,0.004,0.004,0.004
2018,이산화황,충북,충주,0.004,0.005,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.003
2018,이산화황,충북,제천,0.008,0.007,0.006,0.004,0.003,0.004,0.004,0.005,0.004,0.005,0.006,0.006,0.005
2018,이산화황,충북,단양,0.005,0.005,0.005,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.003
2018,이산화황,충북,진천,0.004,0.004,0.005,0.003,0.003,0.005,0.004,0.003,0.002,0.002,0.003,0.004,0.004
2018,이산화황,충북,옥천,0.004,0.004,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.004,0.005,0.003
2018,이산화황,충북,영동,,,,0.002,0.002,0.002,0.002,0.002,0.003,0.006,0.004,0.005,0.003
2018,이산화황,충북,증평,,,,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002
2018,이산화황,충남,천안,0.004,0.004,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.004,0.004,0.004,0.004
2018,이산화황,충남,당진,0.006,0.007,0.005,0.006,0.006,0.007,0.006,0.007,0.006,0.006,0.006,0.008,0.006
2018,이산화황,충남,서산,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.004,0.004,0.005,0.005,0.004
2018,이산화황,충남,아산,0.004,0.004,0.003,0.004,0.004,0.005,0.003,0.004,0.003,0.003,0.004,0.004,0.004
2018,이산화황,충남,논산,0.004,0.005,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.004,0.003
2018,이산화황,충남,태안,0.004,0.004,0.003,0.003,0.003,0.004,0.004,0.004,0.003,0.003,0.004,0.004,0.004
2018,이산화황,충남,보령,0.005,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.004,0.004
2018,이산화황,충남,홍성,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.003
2018,이산화황,충남,공주,0.004,0.004,0.003,0.003,0.003,0.004,0.004,0.003,0.002,0.002,0.003,0.003,0.003
2018,이산화황,충남,부여,0.004,0.004,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.004,0.003
2018,이산화황,충남,청양,0.005,0.005,0.003,0.003,0.003,0.004,0.004,0.003,0.002,0.002,0.003,0.003,0.003
2018,이산화황,충남,금산,0.004,0.004,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.003
2018,이산화황,충남,예산,0.006,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.004,0.004,0.005,0.004
2018,이산화황,충남,계룡,,,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
2018,이산화황,충남,서천,,,0.002,0.002,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003
2018,이산화황,전북,임실,,,,,,,,0.003,0.002,0.003,0.003,0.003,0.003
2018,이산화황,전북,전주,0.005,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.004,0.005,0.005,0.005
2018,이산화황,전북,군산,0.005,0.006,0.004,0.004,0.004,0.005,0.002,0.003,0.004,0.005,0.004,0.003,0.004
2018,이산화황,전북,익산,0.005,0.005,0.004,0.004,0.005,0.006,0.004,0.003,0.004,0.004,0.004,0.004,0.004
2018,이산화황,전북,남원,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003
2018,이산화황,전북,정읍,0.003,0.003,0.002,0.003,0.006,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003
2018,이산화황,전북,고창,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.004,0.003,0.003
2018,이산화황,전북,부안,0.004,0.004,0.004,0.006,0.003,0.003,0.003,0.004,0.003,0.004,0.005,0.004,0.004
2018,이산화황,전북,김제,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.003,0.004,0.005,0.004,0.003
2018,이산화황,전북,완주,,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003
2018,이산화황,전북,진안,,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002
2018,이산화황,전북,무주,,,,,,,,0.002,0.003,0.003,0.003,0.004,0.003
2018,이산화황,전북,순창,,,,,,,,,,,0.003,0.004,0.004
2018,이산화황,전북,장수,,,,,,,,,,,,0.003,0.003
2018,이산화황,전남,여수,0.006,0.007,0.006,0.006,0.006,0.007,0.007,0.005,0.005,0.006,0.007,0.006,0.006
2018,이산화황,전남,광양,0.005,0.006,0.007,0.007,0.008,0.009,0.007,0.006,0.005,0.004,0.005,0.004,0.006
2018,이산화황,전남,순천,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.004,0.004,0.004
2018,이산화황,전남,목포,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.004,0.004,0.003
2018,이산화황,전남,영암,0.003,0.003,0.003,0.003,0.005,0.005,0.004,0.004,0.006,0.005,0.006,0.005,0.004
2018,이산화황,전남,나주,0.005,0.004,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.004
2018,이산화황,전남,담양,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003
2018,이산화황,전남,장성,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003
2018,이산화황,전남,해남,,,,,0.005,0.006,0.006,0.006,0.006,0.006,0.007,0.01,0.007
2018,이산화황,전남,영광,,,,,,,,,,,0.003,0.003,0.003
2018,이산화황,경북,포항,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.004,0.003,0.004,0.004,0.003,0.004
2018,이산화황,경북,구미,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
2018,이산화황,경북,김천,0.004,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.003
2018,이산화황,경북,경주,0.005,0.005,0.004,0.004,0.005,0.005,0.004,0.004,0.003,0.003,0.003,0.004,0.004
2018,이산화황,경북,안동,0.007,0.007,0.007,0.003,0.005,0.003,0.003,0.004,0.004,0.003,0.003,,0.004
2018,이산화황,경북,영주,0.008,0.01,0.007,0.005,0.004,0.004,0.004,0.004,0.003,0.004,0.006,0.008,0.006
2018,이산화황,경북,경산,0.004,0.004,0.004,0.004,0.005,0.004,0.003,0.003,0.004,0.003,0.003,0.004,0.004
2018,이산화황,경북,상주,0.004,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003
2018,이산화황,경북,칠곡,0.005,0.004,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003
2018,이산화황,경남,창원,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.004,0.003,0.003,0.004,0.003,0.004
2018,이산화황,경남,진주,0.005,0.005,0.004,0.005,0.004,0.005,0.005,0.004,0.003,0.003,0.003,0.004,0.004
2018,이산화황,경남,하동,0.004,0.004,0.003,0.004,0.004,0.005,0.007,0.006,0.003,0.002,0.002,0.003,0.004
2018,이산화황,경남,김해,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004
2018,이산화황,경남,양산,0.005,0.005,0.004,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.005
2018,이산화황,경남,거제,0.005,,0.004,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003
2018,이산화황,경남,사천,0.005,0.006,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.005,0.005,0.005
2018,이산화황,경남,밀양,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003
2018,이산화황,경남,통영,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.004,0.003
2018,이산화황,제주,제주,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.003,0.003,0.002,0.003
2018,이산화황,제주,서귀포,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002
2018,이산화질소,서울,서울,0.035,0.034,0.033,0.031,0.025,0.024,0.019,0.017,0.019,0.028,0.039,0.035,0.028
2018,이산화질소,부산,부산,0.022,0.022,0.021,0.019,0.018,0.019,0.016,0.012,0.014,0.019,0.027,0.023,0.019
2018,이산화질소,대구,대구,0.027,0.025,0.022,0.017,0.013,0.013,0.01,0.01,0.014,0.021,0.033,0.029,0.019
2018,이산화질소,인천,인천,0.029,0.027,0.029,0.027,0.023,0.022,0.017,0.016,0.019,0.026,0.035,0.03,0.025
2018,이산화질소,광주,광주,0.024,0.024,0.019,0.016,0.013,0.011,0.009,0.008,0.013,0.019,0.03,0.024,0.017
2018,이산화질소,대전,대전,0.026,0.028,0.022,0.017,0.014,0.014,0.011,0.011,0.012,0.02,0.03,0.028,0.019
2018,이산화질소,울산,울산,0.024,0.024,0.023,0.021,0.019,0.02,0.017,0.013,0.013,0.018,0.027,0.022,0.02
2018,이산화질소,세종,세종,0.028,0.025,0.019,0.015,0.013,0.014,0.011,0.008,0.012,0.021,0.031,0.026,0.018
2018,이산화질소,경기,수원,0.039,0.037,0.031,0.028,0.024,0.024,0.017,0.017,0.021,0.033,0.046,0.04,0.03
2018,이산화질소,경기,안양,0.042,0.041,0.039,0.032,0.025,0.024,0.019,0.017,0.022,0.03,0.041,0.041,0.031
2018,이산화질소,경기,성남,0.04,0.039,0.034,0.03,0.026,0.026,0.02,0.019,0.022,0.031,0.043,0.039,0.031
2018,이산화질소,경기,의정부,0.026,0.025,0.023,0.013,0.012,0.01,0.008,0.008,0.01,0.021,0.032,0.034,0.018
2018,이산화질소,경기,광명,0.038,0.037,0.036,0.034,0.028,0.029,0.02,0.02,0.023,0.032,0.045,0.039,0.032
2018,이산화질소,경기,안산,0.034,0.031,0.027,0.025,0.021,0.02,0.015,0.015,0.02,0.029,0.041,0.034,0.026
2018,이산화질소,경기,평택,0.035,0.029,0.025,0.023,0.019,0.017,0.014,0.012,0.015,0.024,0.033,0.029,0.023
2018,이산화질소,경기,과천,0.032,0.032,0.03,0.029,0.025,0.025,0.018,0.017,0.019,0.028,0.039,0.035,0.027
2018,이산화질소,경기,구리,0.035,0.033,0.034,0.029,0.023,0.022,0.016,0.013,0.015,0.022,0.032,0.03,0.025
2018,이산화질소,경기,의왕,0.043,0.042,0.03,0.03,0.024,0.024,0.017,0.016,0.02,0.03,0.043,0.038,0.03
2018,이산화질소,경기,고양,0.027,0.026,0.027,0.022,0.018,0.015,0.012,0.011,0.014,0.022,0.031,0.028,0.021
2018,이산화질소,경기,광주,0.041,0.04,0.03,0.027,0.023,0.024,0.018,0.015,0.016,0.026,0.037,0.037,0.028
2018,이산화질소,경기,군포,0.043,0.042,0.031,0.029,0.024,0.022,0.017,0.017,0.018,0.03,0.043,0.038,0.029
2018,이산화질소,경기,시흥,0.038,0.034,0.033,0.031,0.026,0.025,0.02,0.019,0.023,0.032,0.043,0.036,0.03
2018,이산화질소,경기,부천,0.031,0.028,0.029,0.028,0.025,0.025,0.019,0.019,0.022,0.029,0.037,0.031,0.027
2018,이산화질소,경기,남양주,0.029,0.026,0.025,0.021,0.018,0.018,0.013,0.013,0.012,0.018,0.028,0.027,0.02
2018,이산화질소,경기,용인,0.039,0.038,0.031,0.028,0.024,0.024,0.019,0.018,0.021,0.03,0.042,0.039,0.029
2018,이산화질소,경기,김포,0.025,0.025,0.024,0.021,0.016,0.014,0.011,0.011,0.014,0.019,0.025,0.024,0.019
2018,이산화질소,경기,오산,0.037,0.035,0.03,0.027,0.022,0.02,0.015,0.019,0.023,0.031,0.045,0.033,0.028
2018,이산화질소,경기,하남,0.04,0.041,0.037,0.036,0.032,0.029,0.023,0.021,0.02,0.03,0.04,0.037,0.032
2018,이산화질소,경기,화성,0.028,0.025,0.024,0.022,0.017,0.014,0.011,0.01,0.013,0.021,0.031,0.027,0.021
2018,이산화질소,경기,양주,0.019,0.017,0.013,0.011,0.009,0.008,0.007,0.006,0.008,0.014,0.024,0.02,0.013
2018,이산화질소,경기,동두천,0.024,0.024,0.019,0.015,0.012,0.009,0.008,0.008,0.01,0.015,0.021,0.023,0.016
2018,이산화질소,경기,안성,0.026,0.024,0.017,0.014,0.009,0.009,0.007,0.01,0.011,0.017,0.026,0.027,0.017
2018,이산화질소,경기,이천,0.03,0.03,0.02,0.016,0.014,0.014,0.012,0.01,0.012,0.022,0.038,0.033,0.021
2018,이산화질소,경기,파주,0.028,0.027,0.024,0.021,0.017,0.015,0.011,0.011,0.014,0.02,0.029,0.028,0.02
2018,이산화질소,경기,포천,0.019,0.018,0.016,0.013,0.01,0.009,0.007,0.007,0.008,0.012,0.018,0.019,0.013
2018,이산화질소,경기,여주,0.031,0.029,0.023,0.019,0.015,0.013,0.01,0.009,0.01,0.019,0.026,0.027,0.019
2018,이산화질소,경기,연천,0.014,0.014,0.013,0.01,0.006,0.005,0.004,0.004,0.006,0.009,0.013,0.015,0.009
2018,이산화질소,경기,가평,0.02,0.017,0.016,0.01,0.008,0.007,0.007,0.006,0.006,0.009,0.015,0.016,0.011
2018,이산화질소,경기,양평,0.024,0.022,0.018,0.015,0.012,0.012,0.009,0.01,0.008,0.012,0.019,0.022,0.015
2018,이산화질소,강원,고성,,,,,,,,,,,,0.006,0.006
2018,이산화질소,강원,횡성,,,,,,,,,,,,0.018,0.018
2018,이산화질소,강원,춘천,0.028,0.024,0.02,0.014,0.013,0.01,0.009,0.008,0.009,0.017,0.026,0.027,0.017
2018,이산화질소,강원,강릉,0.02,0.011,0.015,0.015,0.013,0.013,0.011,0.01,0.012,0.006,0.018,0.017,0.014
2018,이산화질소,강원,원주,0.028,0.027,0.02,0.017,0.015,0.014,0.012,0.012,0.013,0.016,0.024,0.024,0.019
2018,이산화질소,강원,동해,0.018,0.017,0.017,0.015,0.013,0.015,0.013,0.014,0.014,0.016,0.023,0.02,0.016
2018,이산화질소,강원,삼척,0.018,0.017,0.016,0.014,0.012,0.014,0.011,0.01,0.01,0.012,0.019,0.019,0.014
2018,이산화질소,강원,평창,0.017,0.013,0.012,0.008,0.007,0.006,0.004,0.004,0.003,0.009,0.015,0.016,0.01
2018,이산화질소,충북,청주,0.03,0.026,0.019,0.017,0.014,0.019,0.018,0.018,0.018,0.022,0.03,0.027,0.021
2018,이산화질소,충북,충주,0.034,0.031,0.023,0.02,0.017,0.013,0.014,0.015,0.017,0.023,0.032,0.033,0.023
2018,이산화질소,충북,제천,0.033,0.023,0.023,0.025,0.022,0.018,0.019,0.023,0.02,0.027,0.032,0.029,0.025
2018,이산화질소,충북,단양,0.021,0.021,0.018,0.014,0.014,0.016,0.013,0.013,0.014,0.015,0.018,0.019,0.016
2018,이산화질소,충북,진천,0.027,0.023,0.021,0.018,0.013,0.01,0.011,0.013,0.016,0.022,0.033,0.031,0.02
2018,이산화질소,충북,옥천,0.021,0.02,0.016,0.018,0.013,0.015,0.017,0.019,0.02,0.023,0.032,0.028,0.02
2018,이산화질소,충북,영동,,,,0.008,0.009,0.009,0.01,0.011,0.011,0.013,0.019,0.02,0.012
2018,이산화질소,충북,증평,,,,0.011,0.009,0.011,0.016,0.016,0.014,0.017,0.027,0.027,0.017
2018,이산화질소,충남,천안,0.032,0.029,0.025,0.024,0.019,0.017,0.014,0.013,0.016,0.022,0.033,0.031,0.023
2018,이산화질소,충남,당진,0.02,0.019,0.017,0.016,0.014,0.011,0.008,0.01,0.013,0.016,0.021,0.021,0.015
2018,이산화질소,충남,서산,0.021,0.018,0.018,0.015,0.014,0.011,0.01,0.01,0.013,0.018,0.023,0.02,0.016
2018,이산화질소,충남,아산,0.026,0.025,0.021,0.017,0.013,0.012,0.009,0.01,0.012,0.017,0.025,0.022,0.016
2018,이산화질소,충남,논산,0.025,0.021,0.014,0.012,0.01,0.009,0.006,0.009,0.011,0.017,0.024,0.023,0.015
2018,이산화질소,충남,태안,0.014,0.014,0.013,0.01,0.009,0.01,0.006,0.007,0.008,0.011,0.014,0.013,0.011
2018,이산화질소,충남,보령,0.016,0.015,0.011,0.008,0.006,0.006,0.005,0.006,0.007,0.011,0.017,0.015,0.01
2018,이산화질소,충남,홍성,0.022,0.018,0.012,0.011,0.007,0.006,0.007,0.008,0.009,0.015,0.023,0.022,0.013
2018,이산화질소,충남,공주,0.019,0.016,0.01,0.007,0.004,0.006,0.006,0.006,0.008,0.012,0.023,0.019,0.011
2018,이산화질소,충남,부여,0.022,0.019,0.012,0.007,0.007,0.006,0.007,0.007,0.01,0.015,0.024,0.023,0.013
2018,이산화질소,충남,청양,0.016,0.015,0.009,0.007,0.005,0.005,0.005,0.006,0.006,0.009,0.015,0.014,0.009
2018,이산화질소,충남,금산,0.02,0.02,0.013,0.009,0.007,0.008,0.007,0.007,0.008,0.013,0.02,0.02,0.013
2018,이산화질소,충남,예산,0.022,0.02,0.014,0.011,0.008,0.008,0.007,0.007,0.009,0.014,0.022,0.021,0.014
2018,이산화질소,충남,계룡,,,0.015,0.012,0.007,0.01,0.009,0.009,0.012,0.017,0.031,0.028,0.015
2018,이산화질소,충남,서천,,,0.01,0.008,0.007,0.007,0.005,0.006,0.007,0.01,0.017,0.014,0.009
2018,이산화질소,전북,임실,,,,,,,,0.006,0.006,0.009,0.012,0.011,0.009
2018,이산화질소,전북,전주,0.02,0.019,0.016,0.014,0.011,0.01,0.009,0.01,0.012,0.018,0.027,0.025,0.016
2018,이산화질소,전북,군산,0.018,0.017,0.016,0.015,0.009,0.009,0.007,0.007,0.006,0.014,0.021,0.016,0.013
2018,이산화질소,전북,익산,0.019,0.02,0.017,0.015,0.013,0.011,0.01,0.007,0.009,0.013,0.017,0.017,0.015
2018,이산화질소,전북,남원,0.017,0.017,0.016,0.012,0.01,0.01,0.007,,,0.01,0.016,0.018,0.014
2018,이산화질소,전북,정읍,0.019,0.021,0.018,0.015,0.013,0.011,0.007,0.006,0.009,0.012,0.018,0.017,0.013
2018,이산화질소,전북,고창,0.014,0.015,0.014,0.011,0.01,0.009,0.008,0.007,0.009,0.009,0.016,0.012,0.011
2018,이산화질소,전북,부안,0.022,0.019,0.017,0.015,0.012,0.011,0.008,0.008,0.01,0.014,0.02,0.016,0.014
2018,이산화질소,전북,김제,0.019,0.016,0.017,0.016,0.012,0.011,0.01,0.01,0.013,0.017,0.024,0.018,0.015
2018,이산화질소,전북,완주,,0.011,0.012,0.01,0.008,0.008,0.006,0.005,0.006,0.009,0.015,0.012,0.009
2018,이산화질소,전북,진안,,0.015,0.011,0.009,0.008,0.008,0.006,0.006,0.005,0.008,0.016,0.014,0.01
2018,이산화질소,전북,무주,,,,,,,,0.005,0.006,0.007,0.013,0.014,0.009
2018,이산화질소,전북,순창,,,,,,,,,,,0.014,0.014,0.014
2018,이산화질소,전북,장수,,,,,,,,,,,,0.007,0.007
2018,이산화질소,전남,여수,0.021,0.023,0.019,0.016,0.015,0.016,0.009,0.009,0.012,0.016,0.022,0.016,0.016
2018,이산화질소,전남,광양,0.016,0.018,0.017,0.016,0.014,0.015,0.01,0.01,0.008,0.011,0.017,0.013,0.013
2018,이산화질소,전남,순천,0.012,0.014,0.014,0.011,0.01,0.01,0.008,0.008,0.008,0.011,0.02,0.015,0.012
2018,이산화질소,전남,목포,0.016,0.015,0.013,0.01,0.007,0.006,0.004,0.005,0.008,0.01,0.019,0.015,0.011
2018,이산화질소,전남,영암,0.012,0.011,0.011,0.009,0.008,0.006,0.006,0.006,0.012,0.015,0.021,0.017,0.011
2018,이산화질소,전남,나주,0.016,0.016,0.011,0.009,0.008,0.008,0.007,0.006,0.009,0.013,0.021,0.02,0.012
2018,이산화질소,전남,담양,0.012,0.013,0.01,0.008,0.006,0.006,0.006,0.006,0.007,0.007,0.012,0.012,0.009
2018,이산화질소,전남,장성,0.014,0.018,0.014,0.012,0.01,0.009,0.008,0.008,0.01,0.014,0.02,0.017,0.013
2018,이산화질소,전남,해남,,,,,0.01,0.011,0.008,0.008,0.01,0.013,0.019,0.016,0.012
2018,이산화질소,전남,영광,,,,,,,,,,,0.017,0.015,0.016
2018,이산화질소,경북,포항,0.017,0.016,0.016,0.014,0.014,0.013,0.011,0.01,0.012,0.014,0.019,0.018,0.014
2018,이산화질소,경북,구미,0.022,0.023,0.018,0.014,0.013,0.012,0.011,0.012,0.013,0.019,0.028,0.024,0.017
2018,이산화질소,경북,김천,0.01,0.012,0.011,0.007,0.006,0.006,0.004,,0.006,0.01,0.018,0.017,0.01
2018,이산화질소,경북,경주,0.022,0.023,0.02,0.016,0.016,0.015,0.013,0.012,0.014,0.017,0.027,0.024,0.018
2018,이산화질소,경북,안동,0.025,0.023,0.018,0.013,0.011,0.01,0.008,0.007,0.01,0.013,0.008,,0.014
2018,이산화질소,경북,영주,0.012,0.016,0.01,0.01,0.008,0.007,0.009,0.01,0.011,0.015,0.022,0.023,0.013
2018,이산화질소,경북,경산,0.015,0.015,0.013,0.009,0.008,0.008,0.008,0.006,0.008,0.011,0.016,0.015,0.011
2018,이산화질소,경북,상주,0.016,0.019,0.012,0.01,0.009,0.008,0.006,0.008,0.009,0.012,0.019,0.018,0.012
2018,이산화질소,경북,칠곡,0.023,0.023,0.02,0.015,0.014,0.013,0.011,0.01,0.014,0.02,0.028,0.022,0.018
